date,country,D,H,I,M,S
2021-05-27,Japan,4,0,1,116,1
2021-05-28,Italy,1,1,0,55,0
2021-05-28,Japan,4,0,1,116,1
2021-05-29,Italy,1,1,0,55,0
2021-05-29,Japan,4,0,1,117,0
2021-05-30,Italy,1,1,0,55,0
2021-05-30,Japan,4,0,0,118,0
2021-05-31,Italy,1,1,0,55,0
2021-05-31,Japan,4,1,0,117,0
2021-06-01,Italy,1,0,1,55,0
2021-06-01,Japan,4,1,0,117,0
2021-06-02,Italy,1,0,1,55,0
2021-06-02,Japan,4,3,0,115,0
2021-06-03,Italy,1,0,1,55,0
2021-06-03,Japan,4,3,0,115,0
2021-06-04,Italy,1,0,1,55,0
2021-06-04,Japan,4,3,0,115,0
2021-06-05,Italy,1,0,1,55,0
2021-06-05,Japan,4,3,0,115,0
2021-06-06,Italy,1,0,0,55,1
2021-06-06,Japan,4,4,0,114,0
2021-06-07,Italy,1,0,0,55,1
2021-06-07,Japan,4,4,0,114,0
2021-06-08,Italy,1,0,0,55,1
2021-06-08,Japan,4,4,0,114,0
2021-06-09,Italy,1,0,0,55,1
2021-06-09,Japan,4,4,0,114,0
2021-06-10,Italy,1,0,0,55,1
2021-06-10,Japan,4,4,0,114,0
2021-06-11,Italy,1,1,0,54,1
2021-06-11,Japan,4,4,0,114,0
2021-06-12,Italy,1,3,0,52,1
2021-06-12,Japan,4,3,1,114,0
2021-06-13,Italy,1,4,0,51,1
2021-06-13,Japan,4,6,1,111,0
2021-06-14,Italy,1,4,0,51,1
2021-06-14,Japan,4,8,1,109,0
2021-06-15,Italy,1,5,0,50,1
2021-06-15,Japan,4,7,2,109,0
2021-06-16,Italy,1,4,1,50,1
2021-06-16,Japan,4,8,2,108,0
2021-06-17,Italy,1,4,1,50,1
2021-06-17,Japan,4,8,1,108,1
2021-06-18,Italy,1,5,1,49,1
2021-06-18,Japan,4,10,2,105,1
2021-06-19,Italy,1,4,2,49,1
2021-06-19,Japan,4,10,2,105,1
2021-06-20,Italy,1,5,2,48,1
2021-06-20,Japan,4,11,1,105,1
2021-06-21,Italy,1,5,1,50,0
2021-06-21,Japan,4,11,4,102,1
2021-06-22,Italy,1,5,2,49,0
2021-06-22,Japan,4,15,4,98,1
2021-06-23,Italy,1,7,2,47,0
2021-06-23,Japan,4,14,5,98,1
2021-06-24,Italy,1,9,2,45,0
2021-06-24,Japan,4,13,7,97,1
2021-06-25,Italy,1,8,3,45,0
2021-06-25,Japan,4,13,8,96,1
2021-06-26,Italy,1,9,3,44,0
2021-06-26,Japan,4,14,5,97,2
2021-06-27,Italy,1,9,2,44,1
2021-06-27,Japan,4,14,6,96,2
2021-06-28,Italy,1,9,2,44,1
2021-06-28,Japan,4,15,5,95,3
2021-06-29,Italy,1,9,1,45,1
2021-06-29,Japan,4,16,5,94,3
2021-06-30,Italy,1,10,1,43,2
2021-06-30,Japan,4,18,5,92,3
2021-07-01,Italy,1,9,2,43,2
2021-07-01,Japan,4,18,6,91,3
2021-07-02,Italy,1,10,2,42,2
2021-07-02,Japan,4,18,6,92,2
2021-07-03,Italy,1,12,2,40,2
2021-07-03,Japan,4,16,8,92,2
2021-07-04,Italy,1,13,2,39,2
2021-07-04,Japan,4,19,6,90,3
2021-07-05,Italy,1,13,1,39,3
2021-07-05,Japan,4,16,10,89,3
2021-07-06,Italy,1,12,1,39,4
2021-07-06,Japan,4,17,11,87,3
2021-07-07,Italy,1,11,2,39,4
2021-07-07,Japan,4,17,11,86,4
2021-07-08,Italy,1,10,3,39,4
2021-07-08,Japan,4,17,9,87,5
2021-07-09,Italy,1,9,4,39,4
2021-07-09,Japan,4,18,10,85,5
2021-07-10,Italy,1,10,4,38,4
2021-07-10,Japan,4,19,7,86,6
2021-07-11,Italy,1,8,5,39,4
2021-07-11,Japan,4,19,6,88,5
2021-07-12,Italy,1,8,4,41,3
2021-07-12,Japan,4,17,9,86,6
2021-07-13,Italy,1,9,3,40,4
2021-07-13,Japan,4,16,10,86,6
2021-07-14,Italy,1,9,3,40,4
2021-07-14,Japan,4,16,10,86,6
2021-07-15,Italy,1,12,3,38,3
2021-07-15,Japan,4,18,8,84,8
2021-07-16,Italy,1,12,1,40,3
2021-07-16,Japan,4,23,7,80,8
2021-07-17,Italy,1,10,3,40,3
2021-07-17,Japan,4,22,6,80,10
2021-07-18,Italy,1,11,3,39,3
2021-07-18,Japan,4,19,7,82,10
2021-07-19,Italy,1,12,2,39,3
2021-07-19,Japan,4,20,8,81,9
2021-07-20,Italy,1,13,3,38,2
2021-07-20,Japan,4,20,10,79,9
2021-07-21,Italy,1,16,3,36,1
2021-07-21,Japan,4,19,12,78,9
2021-07-22,Italy,1,17,3,34,2
2021-07-22,Japan,4,18,12,79,9
2021-07-23,Italy,1,18,3,33,2
2021-07-23,Japan,4,18,10,80,10
2021-07-24,Italy,1,18,3,33,2
2021-07-24,Japan,4,21,8,77,12
2021-07-25,Italy,1,14,7,32,3
2021-07-25,Japan,4,20,9,78,11
2021-07-26,Italy,1,14,9,30,3
2021-07-26,Japan,4,21,9,75,13
2021-07-27,Italy,1,16,8,28,4
2021-07-27,Japan,4,18,9,78,13
2021-07-28,Italy,1,13,11,29,3
2021-07-28,Japan,4,18,9,78,13
2021-07-29,Italy,1,13,12,28,3
2021-07-29,Japan,4,18,10,77,13
2021-07-30,Italy,1,13,7,32,4
2021-07-30,Japan,4,19,8,78,13
2021-07-31,Italy,1,12,7,32,5
2021-07-31,Japan,4,17,8,79,14
2021-08-01,Italy,1,12,7,32,5
2021-08-01,Japan,4,16,7,83,12
2021-08-02,Italy,1,14,4,32,6
2021-08-02,Japan,4,14,8,83,13
2021-08-03,Italy,1,12,5,33,6
2021-08-03,Japan,4,10,11,83,14
2021-08-04,Italy,1,10,7,33,6
2021-08-04,Japan,4,9,12,82,15
2021-08-05,Italy,1,8,7,34,7
2021-08-05,Japan,4,10,10,81,17
2021-08-06,Italy,1,7,7,35,7
2021-08-06,Japan,4,9,11,81,17
2021-08-07,Italy,1,5,9,35,7
2021-08-07,Japan,4,11,9,82,16
2021-08-08,Italy,1,5,7,36,8
2021-08-08,Japan,4,14,5,82,17
2021-08-09,Italy,1,6,5,37,8
2021-08-09,Japan,4,13,4,84,17
2021-08-10,Italy,1,6,3,38,9
2021-08-10,Japan,4,15,4,84,15
2021-08-11,Italy,1,6,2,39,9
2021-08-11,Japan,4,12,4,86,16
2021-08-12,Italy,1,4,2,40,10
2021-08-12,Japan,4,12,6,85,15
2021-08-13,Italy,1,3,3,40,10
2021-08-13,Japan,4,13,6,84,15
2021-08-14,Italy,1,4,3,40,9
2021-08-14,Japan,4,13,6,86,13
2021-08-15,Italy,1,4,3,41,8
2021-08-15,Japan,4,12,7,87,12
2021-08-16,Italy,1,3,4,41,8
2021-08-16,Japan,4,13,4,87,14
2021-08-17,Italy,1,2,3,42,9
2021-08-17,Japan,4,13,2,89,14
2021-08-18,Italy,1,2,2,43,9
2021-08-18,Japan,4,12,3,90,13
2021-08-19,Italy,1,1,3,43,9
2021-08-19,Japan,4,12,3,91,12
2021-08-20,Italy,1,2,3,43,8
2021-08-20,Japan,4,13,2,92,11
2021-08-21,Italy,1,2,2,45,7
2021-08-21,Japan,4,12,3,93,10
2021-08-22,Italy,1,2,1,45,8
2021-08-22,Japan,4,8,7,94,9
2021-08-23,Italy,1,2,1,46,7
2021-08-23,Japan,4,8,6,97,7
2021-08-24,Italy,1,2,0,48,6
2021-08-24,Japan,4,8,6,97,7
2021-08-25,Italy,1,2,0,49,5
2021-08-25,Japan,4,9,6,96,7
2021-08-26,Italy,1,2,0,50,4
2021-08-26,Japan,4,10,5,98,5
2021-08-27,Italy,1,2,0,51,3
2021-08-27,Japan,4,11,1,101,5
2021-08-28,Italy,1,1,1,51,3
2021-08-28,Japan,4,8,4,101,5
2021-08-29,Italy,1,1,1,51,3
2021-08-29,Japan,4,6,5,102,5
2021-08-30,Italy,1,2,1,50,3
2021-08-30,Japan,4,6,5,102,5
2021-08-31,Italy,1,3,1,49,3
2021-08-31,Japan,4,5,6,104,3
2021-09-01,Italy,1,4,1,50,1
2021-09-01,Japan,4,4,7,105,2
2021-09-02,Italy,1,5,0,49,2
2021-09-02,Japan,4,5,4,106,3
2021-09-03,Italy,1,5,0,49,2
2021-09-03,Japan,4,5,2,106,5
2021-09-04,Italy,1,5,0,49,2
2021-09-04,Japan,4,6,3,105,4
2021-09-05,Italy,1,5,0,49,2
2021-09-05,Japan,4,6,2,105,5
2021-09-06,Italy,1,5,0,50,1
2021-09-06,Japan,4,6,1,106,5
2021-09-07,Italy,1,5,0,50,1
2021-09-07,Japan,4,5,2,107,4
2021-09-08,Italy,1,4,1,50,1
2021-09-08,Japan,4,5,2,107,4
2021-09-09,Italy,1,4,1,50,1
2021-09-09,Japan,4,7,2,104,5
2021-09-10,Italy,1,4,1,50,1
2021-09-10,Japan,4,5,4,104,5
2021-09-11,Italy,1,4,1,50,1
2021-09-11,Japan,4,5,4,104,5
2021-09-12,Italy,1,4,1,50,1
2021-09-12,Japan,4,5,3,105,5
2021-09-13,Italy,1,4,0,51,1
2021-09-13,Japan,4,4,4,105,5
2021-09-14,Italy,1,3,1,51,1
2021-09-14,Japan,4,4,3,105,6
2021-09-15,Italy,1,2,2,51,1
2021-09-15,Japan,4,4,1,106,7
2021-09-16,Italy,1,2,2,51,1
2021-09-16,Japan,4,2,3,106,7
2021-09-17,Italy,1,2,2,52,0
2021-09-17,Japan,4,2,3,107,6
2021-09-18,Italy,1,1,3,52,0
2021-09-18,Japan,4,1,3,110,4
2021-09-19,Italy,1,1,2,52,1
2021-09-19,Japan,4,1,3,110,4
2021-09-20,Italy,1,1,1,53,1
2021-09-20,Japan,4,1,3,111,3
2021-09-21,Italy,1,1,1,53,1
2021-09-21,Japan,4,1,1,112,4
2021-09-22,Italy,1,0,2,53,1
2021-09-22,Japan,4,1,1,112,4
2021-09-23,Italy,1,0,1,54,1
2021-09-23,Japan,4,1,0,113,4
2021-09-24,Italy,1,0,1,54,1
2021-09-24,Japan,4,1,0,114,3
2021-09-25,Italy,1,0,1,54,1
2021-09-25,Japan,4,1,0,114,3
2021-09-26,Italy,1,0,1,54,1
2021-09-26,Japan,4,1,0,114,3
2021-09-27,Italy,1,0,0,55,1
2021-09-27,Japan,4,2,0,113,3
2021-09-28,Italy,1,0,0,55,1
2021-09-28,Japan,4,3,0,112,3
2021-09-29,Italy,1,0,0,55,1
2021-09-29,Japan,4,3,0,113,2
2021-09-30,Italy,1,0,0,55,1
2021-09-30,Japan,4,3,0,114,1
2021-10-01,Italy,1,0,0,55,1
2021-10-01,Japan,4,2,1,114,1
2021-10-02,Italy,1,0,0,55,1
2021-10-02,Japan,4,1,2,114,1
2021-10-03,Italy,1,0,0,55,1
2021-10-03,Japan,4,0,3,114,1
2021-10-04,Italy,1,0,0,56,0
2021-10-04,Japan,4,0,3,114,1
2021-10-05,Italy,1,0,0,56,0
2021-10-05,Japan,4,0,3,114,1
2021-10-06,Italy,1,0,0,56,0
2021-10-06,Japan,4,0,2,115,1
2021-10-07,Italy,1,0,0,56,0
2021-10-07,Japan,4,0,1,116,1
2021-10-08,Italy,1,0,0,56,0
2021-10-08,Japan,4,0,0,116,2
2021-10-09,Italy,1,0,0,56,0
2021-10-09,Japan,4,0,0,116,2
2021-10-10,Italy,1,0,0,56,0
2021-10-10,Japan,4,0,0,116,2
2021-10-11,Italy,1,0,0,56,0
2021-10-11,Japan,4,0,0,116,2
2021-10-12,Italy,1,0,0,56,0
2021-10-12,Japan,4,0,0,116,2
2021-10-13,Italy,1,0,0,56,0
2021-10-13,Japan,4,0,0,116,2
2021-10-14,Italy,1,0,0,56,0
2021-10-14,Japan,4,0,0,116,2
2021-10-15,Italy,1,0,0,56,0
2021-10-15,Japan,4,0,0,116,2
2021-10-16,Italy,1,0,0,56,0
2021-10-16,Japan,4,0,0,116,2
2021-10-17,Italy,1,0,0,56,0
2021-10-17,Japan,4,0,0,116,2
2021-10-18,Italy,1,0,0,56,0
2021-10-18,Japan,4,0,0,116,2
2021-10-19,Italy,1,0,0,56,0
2021-10-19,Japan,4,1,0,115,2
2021-10-20,Italy,1,2,0,54,0
2021-10-20,Japan,4,1,0,115,2
2021-10-21,Italy,1,2,0,54,0
2021-10-21,Japan,4,1,0,116,1
2021-10-22,Italy,1,1,1,54,0
2021-10-22,Japan,4,1,1,115,1
2021-10-23,Italy,1,2,1,53,0
2021-10-23,Japan,4,1,1,116,0
2021-10-24,Italy,1,2,1,53,0
2021-10-24,Japan,4,1,1,116,0
2021-10-25,Italy,1,2,1,53,0
2021-10-25,Japan,4,3,1,114,0
2021-10-26,Italy,1,2,1,53,0
2021-10-26,Japan,4,3,1,114,0
2021-10-27,Italy,1,2,0,54,0
2021-10-27,Japan,4,4,0,113,1
2021-10-28,Italy,1,3,0,53,0
2021-10-28,Japan,4,6,0,111,1
2021-10-29,Italy,1,2,1,53,0
2021-10-29,Japan,4,6,1,110,1
2021-10-30,Italy,1,2,1,53,0
2021-10-30,Japan,4,6,1,110,1
2021-10-31,Italy,1,2,1,53,0
2021-10-31,Japan,4,8,1,108,1
2021-11-01,Italy,1,2,1,53,0
2021-11-01,Japan,4,9,1,107,1
2021-11-02,Italy,1,1,2,53,0
2021-11-02,Japan,4,9,2,106,1
2021-11-03,Italy,1,1,1,53,1
2021-11-03,Japan,4,10,1,105,2
2021-11-04,Italy,1,1,1,53,1
2021-11-04,Japan,4,9,3,104,2
2021-11-05,Italy,1,0,2,53,1
2021-11-05,Japan,4,9,3,104,2
2021-11-06,Italy,1,0,2,53,1
2021-11-06,Japan,4,11,3,102,2
2021-11-07,Italy,1,0,1,54,1
2021-11-07,Japan,4,9,4,103,2
2021-11-08,Italy,1,0,1,54,1
2021-11-08,Japan,4,12,5,99,2
2021-11-09,Italy,1,1,1,53,1
2021-11-09,Japan,4,14,4,97,3
2021-11-10,Italy,1,3,0,52,1
2021-11-10,Japan,4,10,8,97,3
2021-11-11,Italy,1,3,0,52,1
2021-11-11,Japan,4,10,9,97,2
2021-11-12,Italy,1,4,0,51,1
2021-11-12,Japan,4,10,8,98,2
2021-11-13,Italy,1,5,0,50,1
2021-11-13,Japan,4,9,8,99,2
2021-11-14,Italy,1,5,2,48,1
2021-11-14,Japan,4,9,8,99,2
2021-11-15,Italy,1,5,2,48,1
2021-11-15,Japan,4,10,5,99,4
2021-11-16,Italy,1,4,3,48,1
2021-11-16,Japan,4,12,4,97,5
2021-11-17,Italy,1,5,3,47,1
2021-11-17,Japan,4,12,5,95,6
2021-11-18,Italy,1,6,3,47,0
2021-11-18,Japan,4,10,6,97,5
2021-11-19,Italy,1,7,1,47,1
2021-11-19,Japan,4,10,5,98,5
2021-11-20,Italy,1,8,1,46,1
2021-11-20,Japan,4,12,5,95,6
2021-11-21,Italy,1,8,0,47,1
2021-11-21,Japan,4,13,6,93,6
2021-11-22,Italy,1,7,1,47,1
2021-11-22,Japan,4,10,7,94,7
2021-11-23,Italy,1,6,2,47,1
2021-11-23,Japan,4,12,6,93,7
2021-11-24,Italy,1,4,4,47,1
2021-11-24,Japan,4,11,7,94,6
2021-11-25,Italy,1,5,4,46,1
2021-11-25,Japan,4,13,7,92,6
2021-11-26,Italy,1,5,5,45,1
2021-11-26,Japan,4,12,8,92,6
2021-11-27,Italy,1,4,5,46,1
2021-11-27,Japan,4,11,6,94,7
2021-11-28,Italy,1,8,4,43,1
2021-11-28,Japan,4,14,5,91,8
2021-11-29,Italy,1,9,2,43,2
2021-11-29,Japan,4,15,4,90,9
2021-11-30,Italy,1,9,3,42,2
2021-11-30,Japan,4,18,5,88,7
2021-12-01,Italy,1,11,2,40,3
2021-12-01,Japan,4,16,5,90,7
2021-12-02,Italy,1,12,1,40,3
2021-12-02,Japan,4,15,5,92,6
2021-12-03,Italy,1,11,2,40,3
2021-12-03,Japan,4,13,7,92,6
2021-12-04,Italy,1,12,2,40,2
2021-12-04,Japan,4,12,8,92,6
2021-12-05,Italy,1,11,3,40,2
2021-12-05,Japan,4,14,6,93,5
2021-12-06,Italy,1,11,3,40,2
2021-12-06,Japan,4,15,6,92,5
2021-12-07,Italy,1,10,5,39,2
2021-12-07,Japan,4,16,7,90,5
2021-12-08,Italy,1,11,5,37,3
2021-12-08,Japan,4,17,6,89,6
2021-12-09,Italy,1,12,5,36,3
2021-12-09,Japan,4,18,6,88,6
2021-12-10,Italy,1,11,5,36,4
2021-12-10,Japan,4,17,9,86,6
2021-12-11,Italy,1,10,7,35,4
2021-12-11,Japan,4,14,11,87,6
2021-12-12,Italy,1,10,5,36,5
2021-12-12,Japan,4,14,9,90,5
2021-12-13,Italy,1,9,6,35,6
2021-12-13,Japan,4,17,8,89,4
2021-12-14,Italy,1,8,8,35,5
2021-12-14,Japan,4,16,9,89,4
2021-12-15,Italy,1,7,7,36,6
2021-12-15,Japan,4,15,8,91,4
2021-12-16,Italy,1,5,8,37,6
2021-12-16,Japan,4,15,6,92,5
2021-12-17,Italy,1,6,8,36,6
2021-12-17,Japan,4,15,7,91,5
2021-12-18,Italy,1,5,7,38,6
2021-12-18,Japan,4,14,10,89,5
2021-12-19,Italy,1,6,5,37,8
2021-12-19,Japan,4,15,9,89,5
2021-12-20,Italy,1,7,5,35,9
2021-12-20,Japan,4,15,8,90,5
2021-12-21,Italy,1,6,3,37,10
2021-12-21,Japan,4,15,7,89,7
2021-12-22,Italy,1,6,4,36,10
2021-12-22,Japan,4,14,10,87,7
2021-12-23,Italy,1,8,3,35,10
2021-12-23,Japan,4,15,7,87,9
2021-12-24,Italy,1,8,4,34,10
2021-12-24,Japan,4,14,7,88,9
2021-12-25,Italy,1,8,4,35,9
2021-12-25,Japan,4,14,9,86,9
2021-12-26,Italy,1,9,3,35,9
2021-12-26,Japan,4,17,9,82,10
2021-12-27,Italy,1,9,2,36,9
2021-12-27,Japan,4,16,6,84,12
2021-12-28,Italy,1,9,2,37,8
2021-12-28,Japan,4,17,6,83,12
2021-12-29,Italy,1,8,2,38,8
2021-12-29,Japan,4,15,7,84,12
2021-12-30,Italy,1,8,1,40,7
2021-12-30,Japan,4,16,5,84,13
2021-12-31,Italy,1,9,2,39,6
2021-12-31,Japan,4,12,9,86,11
2022-01-01,Italy,1,9,2,39,6
2022-01-01,Japan,4,14,8,84,12
2022-01-02,Italy,1,8,3,39,6
2022-01-02,Japan,4,13,9,84,12
2022-01-03,Italy,1,7,3,41,5
2022-01-03,Japan,4,14,7,84,13
2022-01-04,Italy,1,7,3,42,4
2022-01-04,Japan,4,13,7,84,14
2022-01-05,Italy,1,8,2,43,3
2022-01-05,Japan,4,13,3,88,14
2022-01-06,Italy,1,7,3,43,3
2022-01-06,Japan,4,14,3,88,13
2022-01-07,Italy,1,6,3,45,2
2022-01-07,Japan,4,14,2,92,10
2022-01-08,Italy,1,5,3,46,2
2022-01-08,Japan,4,11,5,92,10
2022-01-09,Italy,1,4,4,46,2
2022-01-09,Japan,4,10,5,93,10
2022-01-10,Italy,1,4,4,46,2
2022-01-10,Japan,4,9,5,94,10
2022-01-11,Italy,1,3,4,48,1
2022-01-11,Japan,4,7,8,95,8
2022-01-12,Italy,1,4,3,48,1
2022-01-12,Japan,4,7,8,95,8
2022-01-13,Italy,1,3,3,48,2
2022-01-13,Japan,4,7,5,97,9
2022-01-14,Italy,1,2,3,48,3
2022-01-14,Japan,4,7,5,97,9
2022-01-15,Italy,1,2,3,48,3
2022-01-15,Japan,4,6,5,98,9
2022-01-16,Italy,1,2,3,48,3
2022-01-16,Japan,4,7,2,100,9
2022-01-17,Italy,1,2,3,48,3
2022-01-17,Japan,4,10,2,97,9
2022-01-18,Italy,1,2,2,49,3
2022-01-18,Japan,4,10,2,98,8
2022-01-19,Italy,1,3,1,49,3
2022-01-19,Japan,4,8,4,99,7
2022-01-20,Italy,1,3,1,49,3
2022-01-20,Japan,4,8,4,101,5
2022-01-21,Italy,1,3,0,50,3
2022-01-21,Japan,4,6,6,101,5
2022-01-22,Italy,1,4,0,49,3
2022-01-22,Japan,4,7,6,100,5
2022-01-23,Italy,1,3,1,49,3
2022-01-23,Japan,4,6,8,99,5
2022-01-24,Italy,1,3,1,49,3
2022-01-24,Japan,4,5,6,100,7
2022-01-25,Italy,1,2,2,49,3
2022-01-25,Japan,4,5,5,102,6
2022-01-26,Italy,1,3,2,48,3
2022-01-26,Japan,4,4,4,103,7
2022-01-27,Italy,1,3,2,48,3
2022-01-27,Japan,4,4,4,103,7
2022-01-28,Italy,1,3,1,49,3
2022-01-28,Japan,4,5,2,106,5
2022-01-29,Italy,1,3,1,50,2
2022-01-29,Japan,4,4,3,107,4
2022-01-30,Italy,1,3,0,50,3
2022-01-30,Japan,4,4,3,107,4
2022-01-31,Italy,1,3,0,50,3
2022-01-31,Japan,4,4,2,108,4
2022-02-01,Italy,1,3,0,50,3
2022-02-01,Japan,4,4,2,108,4
2022-02-02,Italy,1,4,0,50,2
2022-02-02,Japan,4,4,2,108,4
2022-02-03,Italy,1,3,1,50,2
2022-02-03,Japan,4,4,0,109,5
2022-02-04,Italy,1,3,1,50,2
2022-02-04,Japan,4,3,2,108,5
2022-02-05,Italy,1,3,1,50,2
2022-02-05,Japan,4,3,3,107,5
2022-02-06,Italy,1,3,1,50,2
2022-02-06,Japan,4,2,4,107,5
2022-02-07,Italy,1,3,1,50,2
2022-02-07,Japan,4,2,4,107,5
2022-02-08,Italy,1,3,0,50,3
2022-02-08,Japan,4,2,4,109,3
2022-02-09,Italy,1,3,0,50,3
2022-02-09,Japan,4,2,2,111,3
2022-02-10,Italy,1,3,0,50,3
2022-02-10,Japan,4,2,1,112,3
2022-02-11,Italy,1,3,0,50,3
2022-02-11,Japan,4,2,0,113,3
2022-02-12,Italy,1,3,0,51,2
2022-02-12,Japan,4,2,0,113,3
2022-02-13,Italy,1,3,0,51,2
2022-02-13,Japan,4,2,0,113,3
2022-02-14,Italy,1,2,1,52,1
2022-02-14,Japan,4,2,0,113,3
2022-02-15,Italy,1,2,1,52,1
2022-02-15,Japan,4,2,0,114,2
2022-02-16,Italy,1,2,1,52,1
2022-02-16,Japan,4,2,0,114,2
2022-02-17,Italy,1,2,1,52,1
2022-02-17,Japan,4,2,0,114,2
2022-02-18,Italy,1,2,1,52,1
2022-02-18,Japan,4,2,0,115,1
2022-02-19,Italy,1,2,0,52,2
2022-02-19,Japan,4,3,0,114,1
2022-02-20,Italy,1,1,1,52,2
2022-02-20,Japan,4,3,0,114,1
2022-02-21,Italy,1,0,2,52,2
2022-02-21,Japan,4,3,1,113,1
2022-02-22,Italy,1,0,2,52,2
2022-02-22,Japan,4,2,2,113,1
2022-02-23,Italy,1,0,2,53,1
2022-02-23,Japan,4,1,3,113,1
2022-02-24,Italy,1,0,2,53,1
2022-02-24,Japan,4,1,3,113,1
2022-02-25,Italy,1,1,1,52,2
2022-02-25,Japan,4,1,3,114,0
2022-02-26,Italy,1,1,0,52,3
2022-02-26,Japan,4,1,2,114,1
2022-02-27,Italy,1,1,0,52,3
2022-02-27,Japan,4,1,1,114,2
2022-02-28,Italy,1,1,0,52,3
2022-02-28,Japan,4,1,0,114,3
2022-03-01,Italy,1,1,0,52,3
2022-03-01,Japan,4,1,0,114,3
2022-03-02,Italy,1,1,0,52,3
2022-03-02,Japan,4,1,0,114,3
2022-03-03,Italy,1,1,0,52,3
2022-03-03,Japan,4,1,0,114,3
2022-03-04,Italy,1,1,0,52,3
2022-03-04,Japan,4,1,0,114,3
2022-03-05,Italy,1,0,1,52,3
2022-03-05,Japan,4,1,0,114,3
2022-03-06,Italy,1,0,1,53,2
2022-03-06,Japan,4,1,0,114,3
2022-03-07,Italy,1,0,1,53,2
2022-03-07,Japan,4,1,0,114,3
2022-03-08,Italy,1,1,1,52,2
2022-03-08,Japan,4,2,0,113,3
2022-03-09,Italy,1,1,1,52,2
2022-03-09,Japan,4,2,0,113,3
2022-03-10,Italy,1,1,0,52,3
2022-03-10,Japan,4,3,0,112,3
2022-03-11,Italy,1,2,0,51,3
2022-03-11,Japan,4,3,0,112,3
2022-03-12,Italy,1,2,0,52,2
2022-03-12,Japan,4,4,0,111,3
2022-03-13,Italy,1,2,0,53,1
2022-03-13,Japan,4,6,0,110,2
2022-03-14,Italy,1,2,0,53,1
2022-03-14,Japan,4,7,0,110,1
2022-03-15,Italy,1,2,0,53,1
2022-03-15,Japan,4,8,0,110,0
2022-03-16,Italy,1,1,1,53,1
2022-03-16,Japan,4,10,0,108,0
2022-03-17,Italy,1,1,1,53,1
2022-03-17,Japan,4,10,0,108,0
2022-03-18,Italy,1,1,1,53,1
2022-03-18,Japan,4,9,1,108,0
2022-03-19,Italy,1,2,1,52,1
2022-03-19,Japan,4,11,1,106,0
2022-03-20,Italy,1,3,1,51,1
2022-03-20,Japan,4,12,1,105,0
2022-03-21,Italy,1,2,1,51,2
2022-03-21,Japan,4,11,2,105,0
2022-03-22,Italy,1,3,1,50,2
2022-03-22,Japan,4,10,3,105,0
2022-03-23,Italy,1,3,1,50,2
2022-03-23,Japan,4,11,2,105,0
2022-03-24,Italy,1,2,2,50,2
2022-03-24,Japan,4,12,3,103,0
2022-03-25,Italy,1,2,2,51,1
2022-03-25,Japan,4,12,4,102,0
2022-03-26,Italy,1,2,1,52,1
2022-03-26,Japan,4,13,3,101,1
2022-03-27,Italy,1,2,1,52,1
2022-03-27,Japan,4,13,3,100,2
2022-03-28,Italy,1,2,2,51,1
2022-03-28,Japan,4,12,6,98,2
2022-03-29,Italy,1,3,1,51,1
2022-03-29,Japan,4,12,5,99,2
2022-03-30,Italy,1,3,2,50,1
2022-03-30,Japan,4,12,4,99,3
2022-03-31,Italy,1,3,2,50,1
2022-03-31,Japan,4,12,7,96,3
2022-04-01,Italy,1,3,2,50,1
2022-04-01,Japan,4,14,6,94,4
2022-04-02,Italy,1,3,2,49,2
2022-04-02,Japan,4,16,3,94,5
2022-04-03,Italy,1,3,2,49,2
2022-04-03,Japan,4,16,3,94,5
2022-04-04,Italy,1,2,3,49,2
2022-04-04,Japan,4,13,6,94,5
2022-04-05,Italy,1,3,3,49,1
2022-04-05,Japan,4,16,3,92,7
2022-04-06,Italy,1,2,4,49,1
2022-04-06,Japan,4,15,6,90,7
2022-04-07,Italy,1,2,3,49,2
2022-04-07,Japan,4,15,7,89,7
2022-04-08,Italy,1,2,3,49,2
2022-04-08,Japan,4,16,7,88,7
2022-04-09,Italy,1,2,1,50,3
2022-04-09,Japan,4,17,4,88,9
2022-04-10,Italy,1,3,1,49,3
2022-04-10,Japan,4,13,8,89,8
2022-04-11,Italy,1,3,0,50,3
2022-04-11,Japan,4,14,6,90,8
2022-04-12,Italy,1,3,1,49,3
2022-04-12,Japan,4,17,5,88,8
2022-04-13,Italy,1,2,2,49,3
2022-04-13,Japan,4,19,5,86,8
2022-04-14,Italy,1,3,2,48,3
2022-04-14,Japan,4,20,5,86,7
2022-04-15,Italy,1,4,2,47,3
2022-04-15,Japan,4,20,4,84,10
2022-04-16,Italy,1,5,3,45,3
2022-04-16,Japan,4,21,5,82,10
2022-04-17,Italy,1,5,2,47,2
2022-04-17,Japan,4,17,9,83,9
2022-04-18,Italy,1,7,1,45,3
2022-04-18,Japan,4,15,11,83,9
2022-04-19,Italy,1,7,1,45,3
2022-04-19,Japan,4,17,11,81,9
2022-04-20,Italy,1,7,1,45,3
2022-04-20,Japan,4,19,8,84,7
2022-04-21,Italy,1,7,2,44,3
2022-04-21,Japan,4,17,8,86,7
2022-04-22,Italy,1,7,2,45,2
2022-04-22,Japan,4,17,5,88,8
2022-04-23,Italy,1,7,3,44,2
2022-04-23,Japan,4,18,3,88,9
2022-04-24,Italy,1,7,3,45,1
2022-04-24,Japan,4,19,3,89,7
2022-04-25,Italy,1,9,3,43,1
